Dayofweek,Day,Month,Year,Hour,Minutes,Category,PdDistrict,X,Y
1,19,4,2015,10,10,3,6,-122.4181535,37.80313603
1,19,4,2015,10,0,4,2,-122.4423789,37.77250413
1,19,4,2015,10,0,6,1,-122.4221496,37.79782438
1,19,4,2015,9,53,3,6,-122.4021637,37.78957103
1,19,4,2015,9,51,16,9,-122.4195204,37.76422894
1,19,4,2015,9,51,14,9,-122.4195204,37.76422894
1,19,4,2015,9,50,3,1,-122.4467501,37.80283604
1,19,4,2015,9,43,2,2,-122.4529179,37.77025862
1,19,4,2015,9,43,6,2,-122.4529179,37.77025862
1,19,4,2015,9,40,3,1,-122.4319796,37.78004785
1,19,4,2015,9,38,3,5,-122.4745541,37.78068135
1,19,4,2015,9,38,1,5,-122.4745541,37.78068135
1,19,4,2015,9,35,2,1,-122.4299187,37.77744315
1,19,4,2015,9,34,6,9,-122.4193604,37.7618358
1,19,4,2015,9,30,3,6,-122.4141794,37.78750248
1,19,4,2015,9,14,3,6,-122.4069776,37.7899181
1,19,4,2015,9,12,1,7,-122.5052605,37.73660458
1,19,4,2015,9,0,2,3,-122.4189124,37.74382601
1,19,4,2015,8,35,6,3,-122.4535105,37.71090608
1,19,4,2015,8,0,3,7,-122.5067145,37.73546576
1,19,4,2015,7,30,7,7,-122.4630659,37.71134105
1,19,4,2015,7,30,23,7,-122.4630659,37.71134105
1,19,4,2015,7,30,7,7,-122.4630659,37.71134105
1,19,4,2015,7,0,2,7,-122.4939047,37.74224577
1,19,4,2015,6,39,14,10,-122.4034048,37.77542071
1,19,4,2015,6,39,2,10,-122.4034048,37.77542071
1,19,4,2015,6,30,3,2,-122.4372626,37.78080163
1,19,4,2015,6,21,2,1,-122.4288185,37.78086427
1,19,4,2015,6,8,8,5,-122.4681583,37.77517234
1,19,4,2015,6,0,6,1,-122.4185406,37.78407619
1,19,4,2015,5,25,6,8,-122.4082017,37.78688491
1,19,4,2015,5,0,8,6,-122.4009228,37.7949598
1,19,4,2015,4,37,2,2,-122.4376128,37.77406041
1,19,4,2015,4,37,1,2,-122.4376128,37.77406041
1,19,4,2015,4,37,12,2,-122.4376128,37.77406041
1,19,4,2015,4,37,2,2,-122.4376128,37.77406041
1,19,4,2015,4,15,1,4,-122.375513,37.73080661
1,19,4,2015,4,15,16,4,-122.375513,37.73080661
1,19,4,2015,4,15,20,4,-122.375513,37.73080661
1,19,4,2015,4,15,20,4,-122.375513,37.73080661
1,19,4,2015,4,12,3,9,-122.4109855,37.76563094
1,19,4,2015,4,12,4,9,-122.4109855,37.76563094
1,19,4,2015,4,0,8,10,-122.4085951,37.78370693
1,19,4,2015,3,52,10,6,-122.4037722,37.78912093
1,19,4,2015,3,45,2,8,-122.4177103,37.78423629
1,19,4,2015,3,45,1,8,-122.4177103,37.78423629
1,19,4,2015,3,45,7,8,-122.4177103,37.78423629
1,19,4,2015,3,31,11,1,-122.4178854,37.78543785
1,19,4,2015,3,29,6,5,-122.4662047,37.77254054
1,19,4,2015,3,18,5,8,-122.4147821,37.78605144
1,19,4,2015,3,5,6,10,-122.4094204,37.78161503
1,19,4,2015,3,0,5,10,-122.4046363,37.78426455
1,19,4,2015,3,0,12,10,-122.4046363,37.78426455
1,19,4,2015,3,0,6,9,-122.4106648,37.75425892
1,19,4,2015,3,0,11,10,-122.4046363,37.78426455
1,19,4,2015,3,0,3,10,-122.4140273,37.77186362
1,19,4,2015,2,47,2,6,-122.4085974,37.78922421
1,19,4,2015,2,45,3,5,-122.4745541,37.78068135
1,19,4,2015,2,45,2,5,-122.4745541,37.78068135
1,19,4,2015,2,33,3,10,-122.4034048,37.77542071
1,19,4,2015,2,33,7,10,-122.4034048,37.77542071
1,19,4,2015,2,33,11,10,-122.4034048,37.77542071
1,19,4,2015,2,30,6,9,-122.4146955,37.75968618
1,19,4,2015,2,3,6,3,-122.4293025,37.73521383
1,19,4,2015,2,0,4,4,-122.3860659,37.73925806
1,19,4,2015,2,0,10,6,-122.4003447,37.79021434
1,19,4,2015,2,0,3,1,-122.4362748,37.80458291
1,19,4,2015,2,0,3,4,-122.3991722,37.76048015
1,19,4,2015,2,0,8,6,-122.4127185,37.78864663
1,19,4,2015,2,0,2,10,-122.3973888,37.78255435
1,19,4,2015,1,53,8,10,-122.3915888,37.77969101
1,19,4,2015,1,53,2,10,-122.3915888,37.77969101
1,19,4,2015,1,47,2,2,-122.4586388,37.76719994
1,19,4,2015,1,45,8,6,-122.4127553,37.78672593
1,19,4,2015,1,45,18,6,-122.4127553,37.78672593
1,19,4,2015,1,45,18,6,-122.4127553,37.78672593
1,19,4,2015,1,41,6,6,-122.4110689,37.7888557
1,19,4,2015,1,40,8,1,-122.4199083,37.78707667
1,19,4,2015,1,40,3,1,-122.4199083,37.78707667
1,19,4,2015,1,35,8,1,-122.420212,37.78822254
1,19,4,2015,1,31,3,10,-122.4124863,37.77300128
1,19,4,2015,1,30,11,1,-122.435751,37.79872822
1,19,4,2015,1,30,3,10,-122.4124863,37.77300128
1,19,4,2015,1,30,3,1,-122.435751,37.79872822
1,19,4,2015,1,30,2,9,-122.4198279,37.76667376
1,19,4,2015,1,6,6,4,-122.3892863,37.73109989
1,19,4,2015,1,2,6,10,-122.4109392,37.77921226
1,19,4,2015,1,0,5,10,-122.3922374,37.77852047
1,19,4,2015,1,0,8,10,-122.3987082,37.78808967
1,19,4,2015,1,0,6,10,-122.3987082,37.78808967
1,19,4,2015,1,0,3,2,-122.4420274,37.78311156
1,19,4,2015,1,0,2,7,-122.4717969,37.7310311
1,19,4,2015,0,55,6,9,-122.4095299,37.76571844
1,19,4,2015,0,45,9,10,-122.4132875,37.7711962
1,19,4,2015,0,45,3,10,-122.4132875,37.7711962
1,19,4,2015,0,45,3,7,-122.4654299,37.74077259
1,19,4,2015,0,30,3,6,-122.4039801,37.79641217
1,19,4,2015,0,30,3,10,-122.3970324,37.78782467
1,19,4,2015,0,21,3,2,-122.4389819,37.76231227
1,19,4,2015,0,21,19,2,-122.4389819,37.76231227
1,19,4,2015,0,21,2,2,-122.4389819,37.76231227
1,19,4,2015,0,17,2,4,-122.4069795,37.73956696
1,19,4,2015,0,15,8,3,-122.4164461,37.73291625
1,19,4,2015,0,15,8,3,-122.4164461,37.73291625
1,19,4,2015,0,15,8,3,-122.4164461,37.73291625
1,19,4,2015,0,10,8,10,-122.3944849,37.78729824
1,19,4,2015,0,10,2,10,-122.3944849,37.78729824
1,19,4,2015,0,10,7,10,-122.3944849,37.78729824
1,19,4,2015,0,5,3,10,-122.3973888,37.78255435
1,19,4,2015,0,1,2,2,-122.449101,37.76967563
1,19,4,2015,0,1,2,1,-122.4327438,37.78384245
1,19,4,2015,0,1,3,1,-122.420327,37.78845216
1,19,4,2015,0,1,6,9,-122.4065391,37.75648641
1,19,4,2015,0,1,3,10,-122.4085184,37.7737604
1,19,4,2015,0,1,6,10,-122.4125153,37.78047775
1,19,4,2015,0,1,3,8,-122.41481,37.78651941
7,18,4,2015,23,59,8,2,-122.4427957,37.7828834
7,18,4,2015,23,59,12,2,-122.4427957,37.7828834
7,18,4,2015,23,51,1,9,-122.4196718,37.76505012
7,18,4,2015,23,51,2,9,-122.4196718,37.76505012
7,18,4,2015,23,50,3,10,-122.4200014,37.77409486
7,18,4,2015,23,45,3,1,-122.4461376,37.79909132
7,18,4,2015,23,45,3,8,-122.4153361,37.78543648
7,18,4,2015,23,40,5,4,-122.3888088,37.71985742
7,18,4,2015,23,39,3,6,-122.4185371,37.80615159
7,18,4,2015,23,35,2,8,-122.4127588,37.7850961
7,18,4,2015,23,30,4,7,-122.4661765,37.7311895
7,18,4,2015,23,30,3,7,-122.4661765,37.7311895
7,18,4,2015,23,30,3,4,-122.3958103,37.7651891
7,18,4,2015,23,26,8,1,-122.4330522,37.79745472
7,18,4,2015,23,13,12,10,-122.4020702,37.78871987
7,18,4,2015,23,13,6,10,-122.4020702,37.78871987
7,18,4,2015,23,12,9,1,-122.4184677,37.78796526
7,18,4,2015,23,12,9,1,-122.4184677,37.78796526
7,18,4,2015,23,12,19,1,-122.4184677,37.78796526
7,18,4,2015,23,5,6,9,-122.4213819,37.76494809
7,18,4,2015,23,5,8,9,-122.4213819,37.76494809
7,18,4,2015,23,5,8,9,-122.4213819,37.76494809
7,18,4,2015,23,0,7,3,-122.4148553,37.70941164
7,18,4,2015,23,0,3,3,-122.4133852,37.74596158
7,18,4,2015,23,0,2,10,-122.4097388,37.7703482
7,18,4,2015,23,0,3,6,-122.4183438,37.80406963
7,18,4,2015,23,0,3,10,-122.4018464,37.77903241
7,18,4,2015,22,50,3,10,-122.4089132,37.78121165
7,18,4,2015,22,50,5,10,-122.4089132,37.78121165
7,18,4,2015,22,50,8,10,-122.4089132,37.78121165
7,18,4,2015,22,45,4,7,-122.4819662,37.73537471
7,18,4,2015,22,35,8,7,-122.4664558,37.74114988
7,18,4,2015,22,35,3,10,-122.4034048,37.77542071
7,18,4,2015,22,30,3,3,-122.4096773,37.74793215
7,18,4,2015,22,30,3,10,-122.3978145,37.78213725
7,18,4,2015,22,30,3,10,-122.4131894,37.77127369
7,18,4,2015,22,30,6,3,-122.4041878,37.7184435
7,18,4,2015,22,30,3,10,-122.4131609,37.77745666
7,18,4,2015,22,27,12,4,-122.3909653,37.73442918
7,18,4,2015,22,27,2,4,-122.3909653,37.73442918
7,18,4,2015,22,27,1,4,-122.3909653,37.73442918
7,18,4,2015,22,25,18,9,-122.4066049,37.75715804
7,18,4,2015,22,25,18,9,-122.4066049,37.75715804
7,18,4,2015,22,23,16,3,-122.4131389,37.71349608
7,18,4,2015,22,23,8,3,-122.4131389,37.71349608
7,18,4,2015,22,23,8,3,-122.4131389,37.71349608
7,18,4,2015,22,20,3,8,-122.4127841,37.78486569
7,18,4,2015,22,18,3,6,-122.4043742,37.7902482
7,18,4,2015,22,10,2,4,-122.3879274,37.74270308
7,18,4,2015,22,9,19,9,-122.4065391,37.75648641
7,18,4,2015,22,9,1,9,-122.4065391,37.75648641
7,18,4,2015,22,9,6,9,-122.4065391,37.75648641
7,18,4,2015,22,6,2,3,-122.4423858,37.72579226
7,18,4,2015,22,0,8,10,-122.4008039,37.78644126
7,18,4,2015,22,0,6,10,-122.3914251,37.77787278
7,18,4,2015,22,0,3,10,-122.3914251,37.77787278
7,18,4,2015,22,0,19,10,-122.3914251,37.77787278
7,18,4,2015,22,0,3,10,-122.3978145,37.78213725
7,18,4,2015,22,0,18,10,-122.3655654,37.8096707
7,18,4,2015,22,0,5,3,-122.4248368,37.73672853
7,18,4,2015,22,0,7,1,-122.4199501,37.78659048
7,18,4,2015,22,0,3,6,-122.4105247,37.80744512
7,18,4,2015,22,0,5,7,-122.4713592,37.74229066
7,18,4,2015,22,0,2,3,-122.4410181,37.71645868
7,18,4,2015,22,0,3,6,-122.4034341,37.78764305
7,18,4,2015,22,0,3,2,-122.4372626,37.78080163
7,18,4,2015,21,56,1,10,-122.3999811,37.77762424
7,18,4,2015,21,56,8,10,-122.3999811,37.77762424
7,18,4,2015,21,52,7,9,-122.4081804,37.75203515
7,18,4,2015,21,45,4,1,-122.4171758,37.78193108
7,18,4,2015,21,45,19,10,-122.3996176,37.78079066
7,18,4,2015,21,45,3,10,-122.3996176,37.78079066
7,18,4,2015,21,45,3,10,-122.4080683,37.78399168
7,18,4,2015,21,40,8,8,-122.4078454,37.78509432
7,18,4,2015,21,30,4,3,-122.4287687,37.72707677
7,18,4,2015,21,30,3,10,-122.4095043,37.78152627
7,18,4,2015,21,20,8,10,-122.3942512,37.78119801
7,18,4,2015,21,10,5,9,-122.4330752,37.76419378
7,18,4,2015,21,10,2,1,-122.4302346,37.77978243
7,18,4,2015,21,10,6,1,-122.4302346,37.77978243
7,18,4,2015,21,10,5,10,-122.4112792,37.77157858
7,18,4,2015,21,7,18,8,-122.4062129,37.78603716
7,18,4,2015,21,0,4,8,-122.4168937,37.78428605
7,18,4,2015,21,0,4,1,-122.4241844,37.79154053
7,18,4,2015,21,0,2,9,-122.4208327,37.74799945
7,18,4,2015,21,0,3,3,-122.4203949,37.74468822
7,18,4,2015,21,0,3,2,-122.435349,37.76914089
7,18,4,2015,21,0,3,1,-122.4345637,37.78415049
7,18,4,2015,20,55,8,2,-122.4533763,37.76871427
7,18,4,2015,20,46,6,8,-122.4150887,37.78367196
7,18,4,2015,20,41,19,8,-122.4124143,37.7830038
7,18,4,2015,20,41,3,1,-122.4299905,37.79489446
7,18,4,2015,20,34,8,3,-122.4222426,37.74473055
7,18,4,2015,20,30,5,4,-122.3892863,37.73109989
7,18,4,2015,20,30,5,10,-122.399289,37.78638302
7,18,4,2015,20,30,3,10,-122.3891783,37.78170626
7,18,4,2015,20,30,3,8,-122.4129705,37.78578838
7,18,4,2015,20,30,3,3,-122.4200218,37.74539017
7,18,4,2015,20,30,3,1,-122.4338431,37.78890624
7,18,4,2015,20,30,3,10,-122.4147143,37.77623104
7,18,4,2015,20,30,3,10,-122.4087106,37.78097067
7,18,4,2015,20,25,6,10,-122.3970342,37.79282365
7,18,4,2015,20,22,10,4,-122.4060798,37.72041062
7,18,4,2015,20,15,2,2,-122.4582208,37.7633124
7,18,4,2015,20,14,7,10,-122.4200014,37.77409486
7,18,4,2015,20,10,10,10,-122.4034641,37.77852338
7,18,4,2015,20,0,18,2,-122.4413937,37.77172731
7,18,4,2015,20,0,3,10,-122.4034048,37.77542071
7,18,4,2015,20,0,5,4,-122.3977444,37.72993469
7,18,4,2015,20,0,4,7,-122.4710677,37.75756057
7,18,4,2015,20,0,3,1,-122.4308384,37.79484181
7,18,4,2015,20,0,4,10,-122.424854,37.77074788
7,18,4,2015,20,0,4,10,-122.424854,37.77074788
7,18,4,2015,20,0,3,1,-122.4250006,37.7785385
7,18,4,2015,20,0,6,10,-122.4109392,37.77921226
7,18,4,2015,20,0,3,6,-122.4119531,37.80582429
7,18,4,2015,20,0,3,1,-122.4322081,37.79750617
7,18,4,2015,19,56,11,6,-122.3961706,37.79548699
7,18,4,2015,19,55,1,4,-122.4038893,37.75705804
7,18,4,2015,19,50,6,6,-122.4061039,37.79291528
7,18,4,2015,19,40,8,10,-122.4034048,37.77542071
7,18,4,2015,19,37,1,9,-122.4195204,37.76422894
7,18,4,2015,19,34,8,9,-122.4198279,37.76667376
7,18,4,2015,19,34,2,9,-122.4198279,37.76667376
7,18,4,2015,19,34,9,9,-122.4198279,37.76667376
7,18,4,2015,19,31,3,3,-122.4447467,37.7229679
7,18,4,2015,19,30,23,10,-122.4031614,37.78369095
7,18,4,2015,19,30,11,10,-122.4031614,37.78369095
7,18,4,2015,19,30,3,5,-122.447842,37.78813407
7,18,4,2015,19,30,3,3,-122.4383875,37.73705256
7,18,4,2015,19,30,4,5,-122.4635038,37.78512795
7,18,4,2015,19,30,3,10,-122.3996176,37.78079066
7,18,4,2015,19,28,6,3,-122.4261922,37.72160841
7,18,4,2015,19,15,7,9,-122.4186949,37.74824538
7,18,4,2015,19,4,25,6,-122.4096674,37.7998692
7,18,4,2015,19,0,4,4,-122.3984531,37.71093638
7,18,4,2015,19,0,3,4,-122.3984531,37.71093638
7,18,4,2015,19,0,5,4,-122.3984531,37.71093638
7,18,4,2015,19,0,3,9,-122.4286681,37.7645077
7,18,4,2015,19,0,3,6,-122.4149967,37.78745307
7,18,4,2015,19,0,3,2,-122.4431338,37.77622477
7,18,4,2015,19,0,3,1,-122.4197398,37.78589261
7,18,4,2015,19,0,3,10,-122.3996176,37.78079066
7,18,4,2015,18,54,2,4,-122.3909717,37.73401522
7,18,4,2015,18,47,2,1,-122.4299283,37.78263358
7,18,4,2015,18,40,5,1,-122.4312069,37.78456812
7,18,4,2015,18,40,8,1,-122.4312069,37.78456812
7,18,4,2015,18,30,3,10,-122.406521,37.78506294
7,18,4,2015,18,30,18,6,-122.4143543,37.80310898
7,18,4,2015,18,30,18,6,-122.4143543,37.80310898
7,18,4,2015,18,30,3,6,-122.4059112,37.78807568
7,18,4,2015,18,30,3,6,-122.4195898,37.80152878
7,18,4,2015,18,30,3,6,-122.4154355,37.80634189
7,18,4,2015,18,30,3,1,-122.4215723,37.78661816
7,18,4,2015,18,30,4,10,-122.405112,37.77984316
7,18,4,2015,18,10,3,6,-122.4051092,37.78847709
7,18,4,2015,18,0,4,6,-122.4230122,37.80446829
7,18,4,2015,18,0,6,2,-122.4352168,37.77867905
7,18,4,2015,18,0,3,1,-122.420327,37.78845216
7,18,4,2015,18,0,6,6,-122.408617,37.79079548
7,18,4,2015,18,0,6,1,-122.4328328,37.77562497
7,18,4,2015,18,0,3,10,-122.4042702,37.78447885
7,18,4,2015,18,0,19,10,-122.4042702,37.78447885
7,18,4,2015,18,0,3,6,-122.402194,37.79003913
7,18,4,2015,18,0,3,8,-122.4165835,37.77865915
7,18,4,2015,18,0,3,8,-122.4165835,37.77865915
7,18,4,2015,18,0,3,1,-122.4226011,37.77502039
7,18,4,2015,18,0,6,10,-122.4058325,37.78574465
7,18,4,2015,17,53,2,9,-122.4196718,37.76505012
7,18,4,2015,17,45,6,10,-122.4058325,37.78574465
7,18,4,2015,17,38,7,10,-122.4175234,37.77386703
7,18,4,2015,17,38,7,10,-122.4175234,37.77386703
7,18,4,2015,17,33,3,7,-122.467125,37.75931018
7,18,4,2015,17,33,3,7,-122.467125,37.75931018
7,18,4,2015,17,30,23,10,-122.3914251,37.77787278
7,18,4,2015,17,15,7,10,-122.4198423,37.77482262
7,18,4,2015,17,11,5,9,-122.420806,37.75288402
7,18,4,2015,17,11,5,9,-122.420806,37.75288402
7,18,4,2015,17,11,8,9,-122.420806,37.75288402
7,18,4,2015,17,11,5,9,-122.420806,37.75288402
7,18,4,2015,17,0,3,3,-122.4312202,37.70888231
7,18,4,2015,17,0,5,10,-122.4135835,37.77704362
7,18,4,2015,17,0,4,5,-122.4494845,37.78781547
7,18,4,2015,17,0,1,2,-122.4453468,37.7702082
7,18,4,2015,17,0,4,1,-122.4204025,37.78916438
7,18,4,2015,17,0,4,1,-122.4302346,37.77978243
7,18,4,2015,17,0,3,1,-122.4251106,37.80414615
7,18,4,2015,17,0,3,6,-122.4055651,37.80661715
7,18,4,2015,17,0,3,1,-122.4235452,37.77967201
7,18,4,2015,17,0,3,10,-122.4049344,37.78149872
7,18,4,2015,17,0,3,10,-122.3957455,37.77769954
7,18,4,2015,16,59,3,3,-122.4466072,37.72072313
7,18,4,2015,16,58,3,1,-122.4208504,37.79103714
7,18,4,2015,16,46,2,10,-122.3961641,37.77623288
7,18,4,2015,16,45,6,6,-122.4203737,37.80572044
7,18,4,2015,16,32,8,8,-122.4128571,37.78558044
7,18,4,2015,16,32,8,8,-122.4128571,37.78558044
7,18,4,2015,16,30,8,9,-122.4196718,37.76505012
7,18,4,2015,16,30,3,6,-122.4119531,37.80582429
7,18,4,2015,16,30,2,7,-122.4701955,37.76565902
7,18,4,2015,16,10,2,6,-122.4190672,37.80733393
7,18,4,2015,16,10,1,6,-122.4190672,37.80733393
7,18,4,2015,16,10,9,6,-122.4190672,37.80733393
7,18,4,2015,16,0,10,6,-122.4110689,37.7888557
7,18,4,2015,16,0,3,6,-122.4064294,37.80713681
7,18,4,2015,16,0,3,6,-122.3988861,37.79983019
7,18,4,2015,16,0,3,6,-122.3988861,37.79983019
7,18,4,2015,16,0,7,1,-122.4197398,37.78589261
7,18,4,2015,16,0,3,1,-122.4317184,37.77003401
7,18,4,2015,15,30,2,6,-122.4115188,37.7869409
7,18,4,2015,15,30,3,1,-122.4345637,37.78415049
7,18,4,2015,15,11,11,3,-122.4316905,37.71577283
7,18,4,2015,15,0,7,3,-122.4316905,37.71577283
7,18,4,2015,15,0,4,3,-122.4180828,37.72320377
7,18,4,2015,15,0,4,1,-122.4254135,37.79694504
7,18,4,2015,15,0,2,1,-122.4254135,37.79694504
7,18,4,2015,15,0,3,1,-122.4246235,37.776674
7,18,4,2015,15,0,4,10,-122.4174514,37.77313473
7,18,4,2015,15,0,15,1,-122.4254135,37.79694504
7,18,4,2015,15,0,3,2,-122.4405912,37.7803733
7,18,4,2015,15,0,3,8,-122.414243,37.78372403
7,18,4,2015,14,57,3,6,-122.4139888,37.78656854
7,18,4,2015,14,56,3,6,-122.4092561,37.7882399
7,18,4,2015,14,47,6,10,-122.4080683,37.78399168
7,18,4,2015,14,46,5,1,-122.4210046,37.78454935
7,18,4,2015,14,42,8,8,-122.4151278,37.77978707
7,18,4,2015,14,40,5,10,-122.4085451,37.77537678
7,18,4,2015,14,35,3,10,-122.4179754,37.77375094
7,18,4,2015,14,34,3,1,-122.4288412,37.7843468
7,18,4,2015,14,30,4,7,-122.5077471,37.74816762
7,18,4,2015,14,30,3,6,-122.4166424,37.78724504
7,18,4,2015,14,0,19,6,-122.4081361,37.80786035
7,18,4,2015,14,0,2,6,-122.4081361,37.80786035
7,18,4,2015,14,0,18,4,-122.3944389,37.7364439
7,18,4,2015,14,0,2,9,-122.4133542,37.7690748
7,18,4,2015,14,0,1,9,-122.4133542,37.7690748
7,18,4,2015,14,0,10,9,-122.4133542,37.7690748
7,18,4,2015,14,0,4,7,-122.4744584,37.75711686
7,18,4,2015,14,0,4,1,-122.42911,37.76989883
7,18,4,2015,14,0,3,6,-122.4107742,37.80843502
7,18,4,2015,14,0,3,10,-122.4142178,37.77423917
7,18,4,2015,14,0,4,9,-122.4215191,37.75366149
7,18,4,2015,13,58,5,3,-122.4184739,37.71210405
7,18,4,2015,13,57,2,6,-122.4155881,37.79074808
7,18,4,2015,13,51,6,9,-122.4299173,37.76524774
7,18,4,2015,13,50,5,8,-122.413048,37.78191196
7,18,4,2015,13,40,3,10,-122.4034048,37.77542071
7,18,4,2015,13,30,3,8,-122.415318,37.78071793
7,18,4,2015,13,30,4,7,-122.46913,37.75830357
7,18,4,2015,13,30,4,4,-122.3882946,37.73060803
7,18,4,2015,13,30,16,1,-122.4260714,37.77552412
7,18,4,2015,13,30,5,1,-122.4260714,37.77552412
7,18,4,2015,13,15,3,1,-122.4290137,37.77301737
7,18,4,2015,13,15,6,7,-122.4766257,37.74018657
7,18,4,2015,13,10,3,7,-122.4798082,37.76338856
7,18,4,2015,13,8,6,2,-122.4359681,37.77475896
7,18,4,2015,13,1,3,9,-122.4242805,37.75428488
7,18,4,2015,13,0,6,9,-122.4340362,37.7632942
7,18,4,2015,13,0,6,5,-122.4778989,37.77472912
7,18,4,2015,13,0,3,5,-122.5075645,37.77611813
7,18,4,2015,13,0,9,4,-122.4000068,37.75076634
7,18,4,2015,12,45,3,1,-122.4311185,37.8004687
7,18,4,2015,12,30,3,7,-122.5000665,37.73728423
7,18,4,2015,12,30,3,1,-122.4256183,37.78995008
7,18,4,2015,12,20,3,5,-122.4554149,37.77514034
7,18,4,2015,12,5,3,6,-122.4076129,37.7884486
7,18,4,2015,12,5,4,10,-122.3934497,37.78647431
7,18,4,2015,12,0,2,3,-122.4264629,37.73545612
7,18,4,2015,12,0,11,9,-122.429789,37.76665215
7,18,4,2015,12,0,10,9,-122.4206507,37.75932662
7,18,4,2015,12,0,8,1,-122.4197398,37.78589261
7,18,4,2015,12,0,6,6,-122.4071522,37.79036558
7,18,4,2015,12,0,3,6,-122.4004881,37.79587632
7,18,4,2015,11,59,6,1,-122.4464741,37.79754647
7,18,4,2015,11,53,7,10,-122.4085951,37.78370693
7,18,4,2015,11,50,5,3,-122.4287625,37.73534766
7,18,4,2015,11,47,3,10,-122.3655654,37.8096707
7,18,4,2015,11,45,6,7,-122.461169,37.72094222
7,18,4,2015,11,35,18,9,-122.4065391,37.75648641
7,18,4,2015,11,35,3,6,-122.3997946,37.79275148
7,18,4,2015,11,30,3,10,-122.4034048,37.77542071
7,18,4,2015,11,23,3,10,-122.3920364,37.79161942
7,18,4,2015,11,20,3,10,-122.4042702,37.78447885
7,18,4,2015,11,15,3,6,-122.4221994,37.80643511
7,18,4,2015,11,15,3,2,-122.4525713,37.76450971
7,18,4,2015,11,4,6,9,-122.4180499,37.76509403
7,18,4,2015,11,0,2,1,-122.4282004,37.77340388
7,18,4,2015,11,0,3,7,-122.4811832,37.74372682
7,18,4,2015,11,0,10,3,-122.4461743,37.73387957
7,18,4,2015,11,0,4,3,-122.4364449,37.72796863
7,18,4,2015,11,0,3,3,-122.4359912,37.72671886
7,18,4,2015,11,0,4,3,-122.4359912,37.72671886
7,18,4,2015,10,54,6,10,-122.4154442,37.77802457
7,18,4,2015,10,36,10,6,-122.4140108,37.786677
7,18,4,2015,10,30,18,10,-122.4076335,37.78418935
7,18,4,2015,10,30,6,6,-122.4170443,37.78959528
7,18,4,2015,10,30,4,7,-122.4749614,37.72569017
7,18,4,2015,10,30,2,2,-122.4453468,37.7702082
7,18,4,2015,10,29,3,10,-122.4076335,37.78418935
7,18,4,2015,10,25,2,8,-122.4095237,37.7857603
7,18,4,2015,10,25,10,8,-122.4095237,37.7857603
7,18,4,2015,10,23,3,10,-122.4108089,37.77692991
7,18,4,2015,10,23,15,10,-122.4108089,37.77692991
7,18,4,2015,10,20,3,1,-122.4314371,37.78496657
7,18,4,2015,10,20,1,1,-122.4314371,37.78496657
7,18,4,2015,10,20,17,3,-122.4242765,37.727293
7,18,4,2015,10,15,3,10,-122.3883799,37.78331041
7,18,4,2015,10,13,2,7,-122.4665382,37.73954105
7,18,4,2015,10,13,2,7,-122.4665382,37.73954105
7,18,4,2015,10,13,2,7,-122.4665382,37.73954105
7,18,4,2015,10,0,10,1,-122.4194862,37.78874808
7,18,4,2015,10,0,6,7,-122.4714393,37.72269351
7,18,4,2015,10,0,3,2,-122.4334759,37.77452798
7,18,4,2015,10,0,6,3,-122.4030735,37.71846504
7,18,4,2015,10,0,3,6,-122.4195806,37.80677992
7,18,4,2015,10,0,6,10,-122.3967072,37.78554295
7,18,4,2015,9,50,4,9,-122.4212134,37.7681977
7,18,4,2015,9,45,6,5,-122.4642799,37.7800333
7,18,4,2015,9,45,3,2,-122.4446629,37.75678458
7,18,4,2015,9,40,6,8,-122.4109552,37.78413995
7,18,4,2015,9,39,2,9,-122.4059845,37.75693186
7,18,4,2015,9,38,3,6,-122.4078027,37.78938189
7,18,4,2015,9,30,3,6,-122.4077759,37.80124843
7,18,4,2015,9,30,3,6,-122.4173578,37.80329385
7,18,4,2015,9,30,10,7,-122.5039606,37.73987498
7,18,4,2015,9,13,8,3,-122.4171448,37.71215029
7,18,4,2015,9,13,8,3,-122.4171448,37.71215029
7,18,4,2015,9,9,26,1,-122.442255,37.79671538
7,18,4,2015,9,4,1,9,-122.4162304,37.76363377
7,18,4,2015,9,0,2,9,-122.4096034,37.75282208
7,18,4,2015,9,0,10,1,-122.426268,37.78894304
7,18,4,2015,8,59,6,10,-122.4105412,37.77091306
7,18,4,2015,8,40,3,7,-122.5002204,37.71895417
7,18,4,2015,8,40,2,4,-122.3913074,37.72097569
7,18,4,2015,8,30,3,10,-122.4034048,37.77542071
7,18,4,2015,8,27,6,3,-122.4390659,37.74427748
7,18,4,2015,8,27,13,3,-122.4390659,37.74427748
7,18,4,2015,8,27,6,3,-122.4390659,37.74427748
7,18,4,2015,8,20,8,7,-122.4661217,37.71360961
7,18,4,2015,8,20,3,10,-122.4080525,37.78156683
7,18,4,2015,8,10,10,10,-122.4080525,37.78156683
7,18,4,2015,8,0,6,1,-122.4309873,37.79760611
7,18,4,2015,8,0,8,3,-122.4357065,37.71411213
7,18,4,2015,8,0,4,7,-122.4701308,37.72960111
7,18,4,2015,8,0,11,3,-122.4357065,37.71411213
7,18,4,2015,7,45,7,3,-122.4336234,37.72623583
7,18,4,2015,7,37,6,9,-122.4356447,37.75603992
7,18,4,2015,7,30,8,4,-122.3923516,37.73006772
7,18,4,2015,7,30,6,6,-122.4055754,37.79056413
7,18,4,2015,7,30,3,1,-122.4338431,37.78890624
